,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, FACE VALUE
1043,MAHLIFE.NS,Mahindra Lifespace Developers Limited,EQ,10-MAY-2000,10
1044,MAHLOG.NS,Mahindra Logistics Limited,EQ,10-NOV-2017,10
1045,MAHSCOOTER.NS,Maharashtra Scooters Limited,EQ,08-FEB-1995,10
1046,MAHSEAMLES.NS,Maharashtra Seamless Limited,EQ,25-AUG-2004,5
1047,MAITHANALL.NS,Maithan Alloys Limited,EQ,05-JUL-2011,10
1048,MALLCOM.NS,Mallcom (India) Limited,EQ,02-FEB-2022,10
1049,MALUPAPER.NS,Malu Paper Mills Limited,BE,05-APR-2006,10
1050,MANAKALUCO.NS,Manaksia Aluminium Company Limited,BE,30-MAR-2015,1
1051,MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,EQ,30-MAR-2015,1
1052,MANAKSIA.NS,Manaksia Limited,EQ,08-JAN-2008,2
1053,MANAKSTEEL.NS,Manaksia Steels Limited,BE,30-MAR-2015,1
1054,MANALIPETC.NS,Manali Petrochemicals Limited,EQ,06-DEC-2006,5
1055,MANAPPURAM.NS,Manappuram Finance Limited,EQ,01-DEC-2014,2
1056,MANGALAM.NS,Mangalam Drugs And Organics Limited,EQ,23-MAY-2005,10
1057,MANGCHEFER.NS,Mangalore Chemicals & Fertilizers Limited,EQ,22-OCT-2007,10
1058,MANGLMCEM.NS,Mangalam Cement Limited,EQ,03-JAN-1996,10
1059,MANINDS.NS,Man Industries (India) Limited,BE,24-JUN-2005,5
1060,MANINFRA.NS,Man Infraconstruction Limited,EQ,11-MAR-2010,2
1061,MANKIND.NS,Mankind Pharma Limited,EQ,09-MAY-2023,1
1062,MANOMAY.NS,Manomay Tex India Limited,BE,18-JAN-2023,10
1063,MANORAMA.NS,Manorama Industries Limited,EQ,01-JUL-2022,10
1064,MANORG.NS,Mangalam Organics Limited,EQ,02-NOV-2021,10
1065,MANUGRAPH.NS,Manugraph India Limited,BE,14-SEP-2006,2
1066,MANYAVAR.NS,Vedant Fashions Limited,EQ,16-FEB-2022,1
1067,MAPMYINDIA.NS,C.E. Info Systems Limited,EQ,21-DEC-2021,2
1068,MARALOVER.NS,Maral Overseas Limited,EQ,08-FEB-1995,10
1069,MARATHON.NS,Marathon Nextgen Realty Limited,EQ,29-SEP-2016,5
1070,MARICO.NS,Marico Limited,EQ,01-MAY-1996,1
1071,MARINE.NS,Marine Electricals (India) Limited,EQ,02-DEC-2020,2
1072,MARKSANS.NS,Marksans Pharma Limited,EQ,21-JAN-2002,1
1073,MARSHALL.NS,Marshall Machines Limited,EQ,22-NOV-2021,10
1074,MARUTI.NS,Maruti Suzuki India Limited,EQ,09-JUL-2003,5
1075,MASFIN.NS,MAS Financial Services Limited,EQ,18-OCT-2017,10
1076,MASTEK.NS,Mastek Limited,EQ,10-MAY-1995,5
1077,MATRIMONY.NS,Matrimony.Com Limited,EQ,21-SEP-2017,5
1078,MAWANASUG.NS,Mawana Sugars Limited,EQ,20-MAR-2009,10
1079,MAXESTATES.NS,Max Estates Limited,EQ,30-OCT-2023,10
1080,MAXHEALTH.NS,Max Healthcare Institute Limited,EQ,21-AUG-2020,10
1081,MAXIND.NS,Max India Limited,BE,28-AUG-2020,10
1082,MAYURUNIQ.NS,Mayur Uniquoters Ltd,EQ,25-SEP-2012,5
1083,MAZDA.NS,Mazda Limited,EQ,01-NOV-2016,10
1084,MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,EQ,12-OCT-2020,10
1085,MBAPL.NS,Madhya Bharat Agro Products Limited,EQ,22-AUG-2019,10
1086,MBECL.NS,Mcnally Bharat Engineering Company Limited,BE,06-OCT-2006,10
1087,MBLINFRA.NS,MBL Infrastructure Limited,BE,11-JAN-2010,10
1088,MCDOWELL-N.NS,United Spirits Limited,EQ,27-SEP-2001,2
1089,MCL.NS,Madhav Copper Limited,BE,19-AUG-2020,5
1090,MCLEODRUSS.NS,Mcleod Russel India Limited,BE,29-JUL-2005,5
1091,MCX.NS,Multi Commodity Exchange of India Limited,EQ,09-MAR-2012,10
1092,MEDANTA.NS,Global Health Limited,EQ,16-NOV-2022,2
1093,MEDIASSIST.NS,Medi Assist Healthcare Services Limited,EQ,23-JAN-2024,5
1094,MEDICAMEQ.NS,Medicamen Biotech Limited,EQ,27-OCT-2021,10
1095,MEDICO.NS,Medico Remedies Limited,EQ,26-MAY-2022,2
1096,MEDPLUS.NS,Medplus Health Services Limited,EQ,23-DEC-2021,2
1097,MEGASOFT.NS,Megasoft Limited,EQ,19-JUL-2007,10
1098,MEGASTAR.NS,Megastar Foods Limited,EQ,16-FEB-2022,10
1099,MELSTAR.NS,Melstar Information Technologies Limited,BZ,07-MAR-2000,10
1100,MENONBE.NS,Menon Bearings Limited,EQ,09-MAR-2015,1
1101,MEP.NS,MEP Infrastructure Developers Limited,BE,06-MAY-2015,10
1102,METALFORGE.NS,Metalyst Forgings Limited,BZ,23-AUG-1995,10
1103,METROBRAND.NS,Metro Brands Limited,EQ,22-DEC-2021,5
1104,METROPOLIS.NS,Metropolis Healthcare Limited,EQ,15-APR-2019,2
1105,MFSL.NS,Max Financial Services Limited,EQ,17-MAY-2000,2
1106,MGEL.NS,Mangalam Global Enterprise Limited,EQ,23-DEC-2020,2
1107,MGL.NS,Mahanagar Gas Limited,EQ,01-JUL-2016,10
1108,MHLXMIRU.NS,Mahalaxmi Rubtech Limited,BE,27-JAN-2022,10
1109,MHRIL.NS,Mahindra Holidays & Resorts India Limited,EQ,16-JUL-2009,10
1110,MICEL.NS,MIC Electronics Limited,EQ,17-DEC-2021,2
1111,MIDHANI.NS,Mishra Dhatu Nigam Limited,EQ,04-APR-2018,10
1112,MINDACORP.NS,Minda Corporation Limited,EQ,16-OCT-2014,2
1113,MINDTECK.NS,Mindteck (India) Limited,EQ,02-AUG-2016,10
1114,MIRCELECTR.NS,MIRC Electronics Limited,EQ,24-MAY-2004,1
1115,MIRZAINT.NS,Mirza International Limited,BE,28-APR-1999,2
1116,MITCON.NS,MITCON Consultancy & Engineering Services Limited,BE,17-MAR-2022,10
1117,MITTAL.NS,Mittal Life Style Limited,BE,29-APR-2020,1
1118,MKPL.NS,M K Proteins Limited,BE,13-JUN-2023,1
1119,MMFL.NS,MM Forgings Limited,EQ,20-DEC-2006,10
1120,MMP.NS,MMP Industries Limited,EQ,09-JAN-2020,10
1121,MMTC.NS,MMTC Limited,EQ,09-APR-2012,1
1122,MODIRUBBER.NS,Modi Rubber Limited,BE,07-FEB-1996,10
1123,MODISONLTD.NS,MODISON LIMITED,EQ,03-MAY-2021,1
1124,MODTHREAD.NS,Modern Threads (India) Limited,BE,22-NOV-1995,10
1125,MOHITIND.NS,Mohit Industries Limited,EQ,14-MAR-2013,10
1126,MOIL.NS,MOIL Limited,EQ,15-DEC-2010,10
1127,MOKSH.NS,Moksh Ornaments Limited,BE,21-MAY-2021,2
1128,MOL.NS,Meghmani Organics Limited,EQ,18-AUG-2021,1
1129,MOLDTECH.NS,Mold-Tek Technologies Limited,EQ,07-JUL-2016,2
1130,MOLDTKPAC.NS,Mold-Tek Packaging Limited,EQ,23-FEB-2015,5
1131,MONARCH.NS,Monarch Networth Capital Limited,EQ,06-JAN-2022,10
1132,MONTECARLO.NS,Monte Carlo Fashions Limited,EQ,19-DEC-2014,10
1133,MORARJEE.NS,Morarjee Textiles Limited,BE,14-SEP-2012,7
1134,MOREPENLAB.NS,Morepen Laboratories Limited,EQ,24-NOV-1999,2
1135,MOTHERSON.NS,Samvardhana Motherson International Limited,EQ,14-AUG-1996,1
1136,MOTILALOFS.NS,Motilal Oswal Financial Services Limited,EQ,11-SEP-2007,1
1137,MOTISONS.NS,Motisons Jewellers Limited,EQ,26-DEC-2023,10
1138,MOTOGENFIN.NS,The Motor & General Finance Limited,BE,08-FEB-1995,5
1139,MPHASIS.NS,MphasiS Limited,EQ,04-JUN-2004,10
1140,MPSLTD.NS,MPS Limited,EQ,21-JAN-2002,10
1141,MRF.NS,MRF Limited,EQ,18-SEP-1996,10
1142,MRO-TEK.NS,MRO-TEK Realty Limited,EQ,01-NOV-2000,5
1143,MRPL.NS,Mangalore Refinery and Petrochemicals Limited,EQ,07-JAN-2005,10
1144,MSPL.NS,MSP Steel & Power Limited,BE,18-JUL-2005,10
1145,MSTCLTD.NS,Mstc Limited,EQ,29-MAR-2019,10
1146,MSUMI.NS,Motherson Sumi Wiring India Limited,EQ,28-MAR-2022,1
1147,MTARTECH.NS,Mtar Technologies Limited,EQ,15-MAR-2021,10
1148,MTEDUCARE.NS,MT Educare Limited,BE,12-APR-2012,10
1149,MTNL.NS,Mahanagar Telephone Nigam Limited,EQ,17-FEB-1999,10
1150,MUFIN.NS,Mufin Green Finance Limited,EQ,06-NOV-2023,1
1151,MUFTI.NS,Credo Brands Marketing Limited,EQ,27-DEC-2023,2
1152,MUKANDLTD.NS,Mukand Limited,EQ,23-FEB-2004,10
1153,MUKTAARTS.NS,Mukta Arts Limited,BE,12-SEP-2000,5
1154,MUNJALAU.NS,Munjal Auto Industries Limited,EQ,19-JUL-2006,2
1155,MUNJALSHOW.NS,Munjal Showa Limited,EQ,12-MAY-2003,2
1156,MURUDCERA.NS,Murudeshwar Ceramics Limited,EQ,28-MAY-2004,10
1157,MUTHOOTCAP.NS,Muthoot Capital Services Limited,EQ,24-AUG-2015,10
1158,MUTHOOTFIN.NS,Muthoot Finance Limited,EQ,06-MAY-2011,10
1159,MUTHOOTMF.NS,Muthoot Microfin Limited,EQ,26-DEC-2023,10
1160,MVGJL.NS,Manoj Vaibhav Gems N Jewellers Limited,EQ,03-OCT-2023,10
1161,NACLIND.NS,NACL Industries Limited,EQ,07-APR-2017,1
1162,NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,EQ,15-JUN-2016,1
1163,NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited,BE,18-SEP-2007,5
1164,NAGREEKEXP.NS,Nagreeka Exports Limited,BE,18-JUN-2007,5
1165,NAHARCAP.NS,Nahar Capital and Financial Services Limited,EQ,11-MAR-2008,5
1166,NAHARINDUS.NS,Nahar Industrial Enterprises Limited,EQ,15-DEC-2005,10
1167,NAHARPOLY.NS,Nahar Poly Films Limited,EQ,23-MAR-2007,5
1168,NAHARSPING.NS,Nahar Spinning Mills Limited,EQ,23-MAR-2007,5
1169,NAM-INDIA.NS,Nippon Life India Asset Management Limited,EQ,06-NOV-2017,10
1170,NARMADA.NS,Narmada Agrobase Limited,BE,27-OCT-2022,10
1171,NATCOPHARM.NS,Natco Pharma Limited,EQ,27-DEC-1995,2
1172,NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,EQ,28-JAN-2014,10
1173,NATIONALUM.NS,National Aluminium Company Limited,EQ,28-APR-1999,5
1174,NAUKRI.NS,Info Edge (India) Limited,EQ,21-NOV-2006,10
1175,NAVA.NS,NAVA LIMITED,EQ,03-APR-1996,2
1176,NAVINFLUOR.NS,Navin Fluorine International Limited,EQ,01-JUN-2007,2
1177,NAVKARCORP.NS,Navkar Corporation Limited,EQ,09-SEP-2015,10
1178,NAVNETEDUL.NS,Navneet Education Limited,EQ,08-FEB-1995,2
1179,NAZARA.NS,Nazara Technologies Limited,EQ,30-MAR-2021,4
1180,NBCC.NS,NBCC (India) Limited,EQ,12-APR-2012,1
1181,NBIFIN.NS,N. B. I. Industrial Finance Company Limited,EQ,23-NOV-2016,5
1182,NCC.NS,NCC Limited,EQ,14-OCT-2003,2
1183,NCLIND.NS,NCL Industries Limited,EQ,03-APR-2007,10
1184,NDGL.NS,Naga Dhunseri Group Limited,BE,29-AUG-2016,10
1185,NDL.NS,Nandan Denim Limited,EQ,23-MAR-2012,10
1186,NDLVENTURE.NS,NDL Ventures Limited,EQ,24-APR-2007,10
1187,NDRAUTO.NS,Ndr Auto Components Limited,EQ,30-JUL-2020,10
1188,NDTV.NS,New Delhi Television Limited,EQ,19-MAY-2004,4
1189,NECCLTD.NS,North Eastern Carrying Corporation Limited,EQ,02-MAR-2016,10
1190,NECLIFE.NS,Nectar Lifesciences Limited,EQ,18-JUL-2005,1
1191,NELCAST.NS,Nelcast Limited,EQ,27-JUN-2007,2
1192,NELCO.NS,NELCO Limited,EQ,28-MAY-2003,10
1193,NEOGEN.NS,Neogen Chemicals Limited,EQ,08-MAY-2019,10
1194,NESCO.NS,Nesco Limited,EQ,08-APR-2008,2
1195,NESTLEIND.NS,Nestle India Limited,EQ,01-AUG-2023,1
1196,NETWEB.NS,Netweb Technologies India Limited,EQ,27-JUL-2023,2
1197,NETWORK18.NS,Network18 Media & Investments Limited,BE,02-FEB-2007,5
1198,NEULANDLAB.NS,Neuland Laboratories Limited,EQ,13-OCT-2008,10
1199,NEWGEN.NS,Newgen Software Technologies Limited,EQ,29-JAN-2018,10
1200,NEXTMEDIA.NS,Next Mediaworks Limited,EQ,04-APR-2001,10
1201,NFL.NS,National Fertilizers Limited,EQ,28-DEC-2006,10
1202,NGIL.NS,Nakoda Group of Industries Limited,EQ,20-AUG-2021,10
1203,NGLFINE.NS,NGL Fine-Chem Limited,EQ,08-JUL-2022,5
1204,NH.NS,Narayana Hrudayalaya Ltd.,EQ,06-JAN-2016,10
1205,NHPC.NS,NHPC Limited,EQ,01-SEP-2009,10
1206,NIACL.NS,The New India Assurance Company Limited,EQ,13-NOV-2017,5
1207,NIBL.NS,NRB Industrial Bearings Limited,BE,09-APR-2013,2
1208,NIITLTD.NS,NIIT Limited,EQ,16-AUG-2004,2
1209,NIITMTS.NS,NIIT Learning Systems Limited,EQ,08-AUG-2023,2
1210,NILAINFRA.NS,Nila Infrastructures Limited,BE,21-MAY-2015,1
1211,NILASPACES.NS,Nila Spaces Limited,BE,28-DEC-2018,1
1212,NILKAMAL.NS,Nilkamal Limited,EQ,01-NOV-1995,10
1213,NINSYS.NS,NINtec Systems Limited,EQ,21-FEB-2023,10
1214,NIPPOBATRY.NS,Indo-National Limited,EQ,06-OCT-1999,5
1215,NIRAJ.NS,Niraj Cement Structurals Limited,BE,01-OCT-2020,10
1216,NIRAJISPAT.NS,Niraj Ispat Industries Limited,BE,27-OCT-2016,10
1217,NITCO.NS,Nitco Limited,BE,21-MAR-2006,10
1218,NITINSPIN.NS,Nitin Spinners Limited,EQ,02-FEB-2006,10
1219,NITIRAJ.NS,Nitiraj Engineers Limited,EQ,22-APR-2021,10
1220,NKIND.NS,NK Industries Limited,BE,07-JUL-1995,10
1221,NLCINDIA.NS,NLC India Limited,EQ,23-AUG-2000,10
1222,NMDC.NS,NMDC Limited,EQ,03-MAR-2008,1
1223,NOCIL.NS,NOCIL Limited,EQ,17-JAN-1996,10
1224,NOIDATOLL.NS,Noida Toll Bridge Company Limited,BE,06-DEC-2002,10
1225,NORBTEAEXP.NS,Norben Tea & Exports Limited,BE,26-JUN-1996,10
1226,NOVAAGRI.NS,Nova Agritech Limited,EQ,31-JAN-2024,2
1227,NRAIL.NS,N R Agarwal Industries Limited,EQ,05-APR-2017,10
1228,NRBBEARING.NS,NRB Bearing Limited,EQ,08-MAR-2000,2
1229,NRL.NS,Nupur Recyclers Limited,EQ,12-JAN-2023,10
1230,NSIL.NS,Nalwa Sons Investments Limited,EQ,17-NOV-2003,10
1231,NSLNISP.NS,NMDC Steel Limited,EQ,20-FEB-2023,10
1232,NTPC.NS,NTPC Limited,EQ,05-NOV-2004,10
1233,NUCLEUS.NS,Nucleus Software Exports Limited,EQ,19-DEC-2002,10
1234,NURECA.NS,Nureca Limited,EQ,25-FEB-2021,10
1235,NUVAMA.NS,Nuvama Wealth Management Limited,EQ,26-SEP-2023,10
1236,NUVOCO.NS,Nuvoco Vistas Corporation Limited,EQ,23-AUG-2021,10
1237,NYKAA.NS,FSN E-Commerce Ventures Limited,EQ,10-NOV-2021,1
1238,OAL.NS,Oriental Aromatics Limited,EQ,11-JUL-2019,5
1239,OBCL.NS,Orissa Bengal Carrier Limited,EQ,07-APR-2022,10
1240,OBEROIRLTY.NS,Oberoi Realty Limited,EQ,20-OCT-2010,10
1241,OCCL.NS,Oriental Carbon & Chemicals Limited,EQ,27-JAN-2016,10
1242,OFSS.NS,Oracle Financial Services Software Limited,EQ,28-JUN-2002,5
1243,OIL.NS,Oil India Limited,EQ,30-SEP-2009,10
1244,OILCOUNTUB.NS,Oil Country Tubular Limited,BE,30-AUG-1995,10
1245,OLECTRA.NS,Olectra Greentech Limited,EQ,20-MAR-2002,4
1246,OMAXAUTO.NS,Omax Autos Limited,BE,20-FEB-2003,10
1247,OMAXE.NS,Omaxe Limited,EQ,09-AUG-2007,10
1248,OMINFRAL.NS,OM INFRA LIMITED,EQ,17-JUN-2011,1
1249,OMKARCHEM.NS,Omkar Speciality Chemicals Limited,BZ,10-FEB-2011,10
1250,ONELIFECAP.NS,Onelife Capital Advisors Limited,EQ,17-OCT-2011,10
1251,ONEPOINT.NS,One Point One Solutions Limited,BE,09-MAY-2019,2
1252,ONGC.NS,Oil & Natural Gas Corporation Limited,EQ,19-JUL-1995,5
1253,ONMOBILE.NS,OnMobile Global Limited,EQ,19-FEB-2008,10
1254,ONWARDTEC.NS,Onward Technologies Limited,EQ,07-MAR-2001,10
1255,OPTIEMUS.NS,Optiemus Infracom Limited,EQ,08-AUG-2017,10
1256,ORBTEXP.NS,Orbit Exports Limited,EQ,05-NOV-2013,10
1257,ORCHPHARMA.NS,Orchid Pharma Limited,EQ,02-NOV-2020,10
1258,ORICONENT.NS,Oricon Enterprises Limited,EQ,24-JUL-2015,2
1259,ORIENTALTL.NS,Oriental Trimex Limited,BE,07-MAR-2007,10
1260,ORIENTBELL.NS,Orient Bell Limited,EQ,14-FEB-2007,10
1261,ORIENTCEM.NS,Orient Cement Limited,EQ,12-JUL-2013,1
1262,ORIENTCER.NS,ORIENT CERATECH LIMITED,EQ,15-DEC-2005,1
1263,ORIENTELEC.NS,Orient Electric Limited,EQ,14-MAY-2018,1
1264,ORIENTHOT.NS,Oriental Hotels Limited,EQ,27-AUG-1998,1
1265,ORIENTLTD.NS,Orient Press Limited,EQ,03-MAR-2010,10
1266,ORIENTPPR.NS,Orient Paper & Industries Limited,EQ,29-MAR-1995,1
1267,ORISSAMINE.NS,The Orissa Minerals Development Company Limited,EQ,29-SEP-2010,1
1268,ORTINLAB.NS,Ortin Laboratories Limited,EQ,30-MAR-2021,10
1269,OSIAHYPER.NS,Osia Hyper Retail Limited,BE,01-DEC-2022,1
1270,OSWALAGRO.NS,Oswal Agro Mills Limited,EQ,29-MAR-1995,10
1271,OSWALGREEN.NS,Oswal Greentech Limited,EQ,28-AUG-1996,10
1272,OSWALSEEDS.NS,ShreeOswal Seeds And Chemicals Limited,EQ,28-FEB-2023,2
1273,PAGEIND.NS,Page Industries Limited,EQ,16-MAR-2007,10
1274,PAISALO.NS,Paisalo Digital Limited,EQ,17-OCT-2011,1
1275,PAKKA.NS,PAKKA LIMITED,EQ,11-JUL-2023,10
1276,PALASHSECU.NS,Palash Securities Limited,EQ,28-JUL-2017,10
1277,PALREDTEC.NS,Palred Technologies Limited,EQ,09-MAY-2016,10
1278,PANACEABIO.NS,Panacea Biotec Limited,EQ,17-APR-1996,1
1279,PANACHE.NS,Panache Digilife Limited,EQ,06-JAN-2020,10
1280,PANAMAPET.NS,Panama Petrochem Limited,EQ,30-SEP-2011,2
1281,PANSARI.NS,Pansari Developers Limited,EQ,18-OCT-2021,10
1282,PAR.NS,Par Drugs And Chemicals Limited,EQ,16-SEP-2021,10
1283,PARACABLES.NS,Paramount Communications Limited,EQ,03-JAN-2007,2
1284,PARADEEP.NS,Paradeep Phosphates Limited,EQ,27-MAY-2022,10
1285,PARAGMILK.NS,Parag Milk Foods Limited,EQ,19-MAY-2016,10
1286,PARAS.NS,Paras Defence and Space Technologies Limited,EQ,01-OCT-2021,10
1287,PARASPETRO.NS,Paras Petrofils Limited,BE,14-FEB-1996,1
1288,PARKHOTELS.NS,Apeejay Surrendra Park Hotels Limited,EQ,12-FEB-2024,1
1289,PARSVNATH.NS,Parsvnath Developers Limited,BE,30-NOV-2006,5
1290,PASUPTAC.NS,Pasupati Acrylon Limited,EQ,12-OCT-2021,10
1291,PATANJALI.NS,Patanjali Foods Limited,EQ,24-JAN-2020,2
1292,PATELENG.NS,Patel Engineering Limited,EQ,24-FEB-2005,1
1293,PATINTLOG.NS,Patel Integrated Logistics Limited,EQ,11-JAN-2008,10
1294,PAVNAIND.NS,Pavna Industries Limited,BE,01-JUN-2023,10
1295,PAYTM.NS,One 97 Communications Limited,EQ,18-NOV-2021,1
1296,PCBL.NS,PCBL LIMITED,EQ,29-MAR-1995,1
1297,PCJEWELLER.NS,PC Jeweller Limited,EQ,27-DEC-2012,10
1298,PDMJEPAPER.NS,Pudumjee Paper Products Limited,EQ,30-MAR-2016,1
1299,PDSL.NS,PDS Limited,EQ,21-OCT-2014,2
1300,PEARLPOLY.NS,Pearl Polymers Limited,EQ,11-OCT-1995,10
1301,PEL.NS,Piramal Enterprises Limited,EQ,08-FEB-1995,2
1302,PENIND.NS,Pennar Industries Limited,EQ,25-NOV-2010,5
1303,PENINLAND.NS,Peninsula Land Limited,EQ,08-FEB-1995,2
1304,PERSISTENT.NS,Persistent Systems Limited,EQ,06-APR-2010,10
1305,PETRONET.NS,Petronet LNG Limited,EQ,26-MAR-2004,10
1306,PFC.NS,Power Finance Corporation Limited,EQ,23-FEB-2007,10
1307,PFIZER.NS,Pfizer Limited,EQ,28-APR-1999,10
1308,PFOCUS.NS,Prime Focus Limited,EQ,20-JUN-2006,1
1309,PFS.NS,PTC India Financial Services Limited,BE,30-MAR-2011,10
1310,PGEL.NS,PG Electroplast Limited,EQ,26-SEP-2011,10
1311,PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,EQ,07-JUL-2004,10
1312,PGHL.NS,Procter & Gamble Health Limited,EQ,24-APR-1996,10
1313,PGIL.NS,Pearl Global Industries Limited,EQ,15-FEB-2007,5
1314,PHOENIXLTD.NS,The Phoenix Mills Limited,EQ,23-APR-2007,2
1315,PIDILITIND.NS,Pidilite Industries Limited,EQ,29-MAR-1995,1
1316,PIGL.NS,Power & Instrumentation (Gujarat) Limited,BE,17-MAY-2023,10
1317,PIIND.NS,PI Industries Limited,EQ,15-JUN-2011,1
1318,PILANIINVS.NS,Pilani Investment and Industries Corporation Limited,EQ,08-DEC-2015,10
1319,PILITA.NS,PIL ITALICA LIFESTYLE LIMITED,BE,07-OCT-2013,1
1320,PIONEEREMB.NS,Pioneer Embroideries Limited,BE,16-MAY-2006,10
1321,PITTIENG.NS,Pitti Engineering Limited,EQ,02-FEB-2007,5
1322,PIXTRANS.NS,Pix Transmissions Limited,EQ,28-APR-2022,10
1323,PKTEA.NS,The Peria Karamalai Tea & Produce Company Limited,BE,19-AUG-2015,10
1324,PLASTIBLEN.NS,Plastiblends India Limited,EQ,28-DEC-2006,5
1325,PLAZACABLE.NS,Plaza Wires Limited,EQ,12-OCT-2023,10
1326,PNB.NS,Punjab National Bank,EQ,24-APR-2002,2
1327,PNBGILTS.NS,PNB Gilts Limited,EQ,18-SEP-2000,10
1328,PNBHOUSING.NS,PNB Housing Finance Limited,EQ,07-NOV-2016,10
1329,PNC.NS,Pritish Nandy Communications Limited,EQ,11-DEC-2000,10
1330,PNCINFRA.NS,PNC Infratech Limited,EQ,26-MAY-2015,2
1331,POCL.NS,Pondy Oxides & Chemicals Limited,EQ,06-MAR-2023,10
1332,PODDARHOUS.NS,Poddar Housing and Development Limited,BZ,10-APR-2017,10
1333,PODDARMENT.NS,Poddar Pigments Limited,EQ,22-NOV-2016,10
1334,POKARNA.NS,Pokarna Limited,EQ,07-JUL-2016,2
1335,POLICYBZR.NS,PB Fintech Limited,EQ,15-NOV-2021,2
1336,POLYCAB.NS,Polycab India Limited,EQ,16-APR-2019,10
1337,POLYMED.NS,Poly Medicure Limited,EQ,07-DEC-2011,5
1338,POLYPLEX.NS,Polyplex Corporation Limited,EQ,11-APR-2003,10
1339,PONNIERODE.NS,Ponni Sugars (Erode) Limited,EQ,16-APR-2002,10
1340,POONAWALLA.NS,Poonawalla Fincorp Limited,EQ,27-APR-2004,2
1341,POWERGRID.NS,Power Grid Corporation of India Limited,EQ,05-OCT-2007,10
1342,POWERINDIA.NS,Hitachi Energy India Limited,EQ,30-MAR-2020,2
1343,POWERMECH.NS,Power Mech Projects Limited,EQ,26-AUG-2015,10
1344,PPAP.NS,PPAP Automotive Limited,EQ,11-JAN-2008,10
1345,PPL.NS,Prakash Pipes Limited,EQ,14-JUN-2019,10
1346,PPLPHARMA.NS,Piramal Pharma Limited,EQ,19-OCT-2022,10
1347,PRAENG.NS,Prajay Engineers Syndicate Limited,BE,02-JAN-2007,10
1348,PRAJIND.NS,Praj Industries Limited,EQ,11-OCT-1995,2
1349,PRAKASH.NS,Prakash Industries Limited,EQ,10-MAY-1995,10
1350,PRAKASHSTL.NS,Prakash Steelage Limited,BE,25-AUG-2010,1
1351,PRAXIS.NS,Praxis Home Retail Limited,BE,31-JAN-2018,5
1352,PRECAM.NS,Precision Camshafts Limited,EQ,08-FEB-2016,10
1353,PRECOT.NS,Precot Limited,BE,19-AUG-2005,10
1354,PRECWIRE.NS,Precision Wires India Limited,EQ,06-SEP-1995,1
1355,PREMEXPLN.NS,Premier Explosives Limited,EQ,17-JUN-2016,10
1356,PREMIER.NS,Premier Limited,BE,03-APR-1996,10
1357,PREMIERPOL.NS,Premier Polyfilm Limited,EQ,13-DEC-1995,5
1358,PRESTIGE.NS,Prestige Estates Projects Limited,EQ,27-OCT-2010,10
1359,PRICOLLTD.NS,Pricol Limited,EQ,10-FEB-2017,1
1360,PRIMESECU.NS,Prime Securities Limited,EQ,17-JUN-2005,5
1361,PRINCEPIPE.NS,Prince Pipes And Fittings Limited,EQ,30-DEC-2019,10
1362,PRITI.NS,Priti International Limited,BE,02-MAR-2022,10
1363,PRITIKAUTO.NS,Pritika Auto Industries Limited,BE,10-AUG-2021,2
1364,PRIVISCL.NS,Privi Speciality Chemicals Limited,EQ,08-MAY-2015,10
1365,PROZONER.NS,Prozone Realty Limited,EQ,12-SEP-2012,2
1366,PRSMJOHNSN.NS,Prism Johnson Limited,EQ,20-AUG-2003,10
1367,PRUDENT.NS,Prudent Corporate Advisory Services Limited,EQ,20-MAY-2022,5
1368,PRUDMOULI.NS,Prudential Sugar Corporation Limited,BE,10-MAY-1995,10
1369,PSB.NS,Punjab & Sind Bank,EQ,30-DEC-2010,10
1370,PSPPROJECT.NS,PSP Projects Limited,EQ,29-MAY-2017,10
1371,PTC.NS,PTC India Limited,EQ,07-APR-2004,10
1372,PTCIL.NS,PTC Industries Limited,EQ,09-JUN-2023,10
1373,PTL.NS,PTL Enterprises Limited,EQ,29-JAN-2007,1
1374,PUNJABCHEM.NS,Punjab Chemicals & Crop Protection Limited,EQ,08-MAR-2007,10
1375,PURVA.NS,Puravankara Limited,EQ,30-AUG-2007,5
1376,PVP.NS,PVP Ventures Limited,EQ,03-APR-1996,10
1377,PVRINOX.NS,PVR INOX Limited,EQ,04-JAN-2006,10
1378,PYRAMID.NS,Pyramid Technoplast Limited,EQ,29-AUG-2023,10
1379,QUESS.NS,Quess Corp Limited,EQ,12-JUL-2016,10
1380,QUICKHEAL.NS,Quick Heal Technologies Limited,EQ,18-FEB-2016,10
1381,RACE.NS,Race Eco Chain Limited,EQ,09-MAY-2023,10
1382,RADHIKAJWE.NS,Radhika Jeweltech Limited,EQ,18-JUL-2022,2
1383,RADIANTCMS.NS,Radiant Cash Management Services Limited,EQ,04-JAN-2023,1
1384,RADICO.NS,Radico Khaitan Limited,EQ,18-JUN-2003,2
1385,RADIOCITY.NS,Music Broadcast Limited,EQ,17-MAR-2017,2
